Museum ID,Museum Name,Museum Type,Institution Name,City (Administrative Location),State (Administrative Location),Street Address (Physical Location),City (Physical Location),State (Physical Location),Income,Revenue
8400200098,ALASKA AVIATION HERITAGE MUSEUM,HISTORY MUSEUM,,ANCHORAGE,AK,,,,602912.0,550236.0
8400200117,ALASKA BOTANICAL GARDEN,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,ANCHORAGE,AK,,,,1379576.0,1323742.0
8400200153,ALASKA CHALLENGER CENTER FOR SPACE SCIENCE TECHNOLOGY,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,KENAI,AK,,,,740030.0,729080.0
8400200143,ALASKA EDUCATORS HISTORICAL SOCIETY,HISTORIC PRESERVATION,,KENAI,AK,,,,0.0,0.0
8400200027,ALASKA HERITAGE MUSEUM,HISTORY MUSEUM,,ANCHORAGE,AK,,,,602912.0,550236.0
8400200078,ALASKA JEWISH MUSEUM,GENERAL MUSEUM,,ANCHORAGE,AK,1221 E 35TH AVENUE,ANCHORAGE,AK,2658938.0,34374.0
8400200084,ALASKA LIGHTHOUSE ASSOCIATION,HISTORIC PRESERVATION,,DOUGLAS,AK,,,,16500.0,16500.0
8400200107,ALASKA MASONIC LIBRARY AND MUSEUM FOUNDATION,GENERAL MUSEUM,,ANCHORAGE,AK,606 W 4TH AVE,ANCHORAGE,AK,0.0,0.0
8400200073,ALASKA MINING HALL OF FAME FOUNDATION,HISTORY MUSEUM,,FAIRBANKS,AK,,,,184295.0,31393.0
8400200123,ALASKA NATIVE HERITAGE CENTER,GENERAL MUSEUM,,ANCHORAGE,AK,,,,4502727.0,4050394.0
8400200082,ALASKA SPORTS HALL OF FAME,GENERAL MUSEUM,,ANCHORAGE,AK,14815 ECHO CANYON RD,ANCHORAGE,AK,1370930.0,615273.0
8400200044,ALASKA STATE MUSEUM,GENERAL MUSEUM,,JUNEAU,AK,,,,182675.0,129192.0
8400200133,ALASKA TERRITORIAL CAVALRY MOTORIZED,GENERAL MUSEUM,,ANCHORAGE,AK,,,,0.0,0.0
8400200026,ALASKA TROOPER MUSEUM,GENERAL MUSEUM,,ANCHORAGE,AK,,,,769702.0,221807.0
8400200031,ALASKA VETERANS MUSEUM,HISTORY MUSEUM,,ANCHORAGE,AK,,,,0.0,0.0
8400200170,ALASKA WILDLIFE CONSERVATION CENTER,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,GIRDWOOD,AK,,,,3331564.0,2793744.0
8400200087,ALASKA ZOO,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,ANCHORAGE,AK,4731 OMALLEY RD,ANCHORAGE,AK,3310088.0,2393748.0
8400200109,ALPINE HISTORICAL SOCIETY,HISTORIC PRESERVATION,,SUTTON,AK,,,,157509.0,157509.0
8400200152,ALUTIIQ HERITAGE ENDOWMENT,HISTORIC PRESERVATION,,ANCHORAGE,AK,4300 B ST,ANCHORAGE,AK,331826.0,15734.0
8400200135,ALUTIIQ HERITAGE FOUNDATION,GENERAL MUSEUM,,KODIAK,AK,,,,1103875.0,1055839.0
8400200137,ANCHORAGE CLAY ARTS GUILD,ART MUSEUM,,ANCHORAGE,AK,,,,0.0,0.0
8400200132,ANCHORAGE GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,,ANCHORAGE,AK,,,,8282.0,8282.0
8400200125,ANCHORAGE MUSEUM,GENERAL MUSEUM,,ANCHORAGE,AK,625 C STREET,ANCHORAGE,AK,6851982.0,4116780.0
8400200028,BARANOV MUSEUM,HISTORIC PRESERVATION,,KODIAK,AK,,,,333248.0,288158.0
8400200069,BRISTOL BAY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,NAKNEK,AK,,,,0.0,0.0
8400200168,BUNNELL STREET GALLERY,ART MUSEUM,,HOMER,AK,,,,335104.0,335104.0
8400200060,CAPE DECISION LIGHTHOUSE SOCIETY,HISTORIC PRESERVATION,,SITKA,AK,,,,0.0,0.0
8400200145,CAPE ST ELIAS LIGHTKEEPERS ASSOCIATION,HISTORIC PRESERVATION,,CORDOVA,AK,,,,59819.0,59819.0
8409502921,CARR-GOTTSTEIN GALLERY,ART MUSEUM,ALASKA PACIFIC UNIVERSITY,ANCHORAGE,AK,,,,66512448.0,63692296.0
8400200171,CENTER FOR ALASKAN COASTAL STUDIES,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,HOMER,AK,708 SMOKEY BAY WAY,HOMER,AK,914275.0,908922.0
8400200136,CHILKAT INDIAN VILLAGE,HISTORIC PRESERVATION,,HAINES,AK,32 CHILKAT AVE,KLUKWAN,AK,0.0,0.0
8400200070,CHILKAT VALLEY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,HAINES,AK,11 MAIN STREET,HAINES,AK,0.0,0.0
8400200134,CHUGIAK-EAGLE RIVER HISTORICAL SOCIETY,HISTORIC PRESERVATION,,CHUGIAK,AK,18606 OLD GLENN HIGHWAY,CHUGIAK,AK,0.0,0.0
8400200099,CIRCLE DISTRICT HISTORICAL SOCIETY,HISTORIC PRESERVATION,,CENTRAL,AK,,,,0.0,0.0
8400200067,CLAUDIA KELSEY DOLL MUSEUM,GENERAL MUSEUM,,JUNEAU,AK,114 S FRANKLIN ST SUITE #102,JUNEAU,AK,0.0,0.0
8400200105,CLAUSEN MEMORIAL MUSEUM,HISTORY MUSEUM,,PETERSBURG,AK,203 FRAM ST,PETERSBURG,AK,86045.0,86045.0
8400200097,COPPER VALLEY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,COPPER CENTER,AK,101 LOOP RD,COPPER CENTER,AK,0.0,0.0
8400200163,CORDOVA HISTORICAL SOCIETY,HISTORIC PRESERVATION,,CORDOVA,AK,622 1ST ST,CORDOVA,AK,47693.0,34193.0
8400200177,DENALI NATIONAL PARK AND PRESERVE,HISTORIC PRESERVATION,,DENALI PARK,AK,,,,1422621.0,1416741.0
8400200022,EAGLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,,EAGLE CITY,AK,,,,16773.0,14657.0
8400200106,EAGLE HISTORICAL SOCIETY OF ALASKA,HISTORIC PRESERVATION,,EAGLE,AK,3RD,EAGLE,AK,16773.0,14657.0
8400200172,EAGLE RIVER NATURE CENTER,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,EAGLE RIVER,AK,32750 EAGLE RIVER ROAD,EAGLE RIVER,AK,295812.0,268677.0
8400200055,FAIRBANKS CHILDREN'S MUSEUM,CHILDREN'S MUSEUM,,FAIRBANKS,AK,302 CUSHMAN STREET SUITE 101,FAIRBANKS,AK,156377.0,156377.0
8400200130,FAIRBANKS COMMUNITY MUSEUM,HISTORY MUSEUM,,FAIRBANKS,AK,,,,0.0,0.0
8400200034,FAIRBANKS HOCKEY HALL OF FAME,GENERAL MUSEUM,,FAIRBANKS,AK,,,,35320.0,31075.0
8400200114,GASTINEAU CHANNEL HISTORICAL SOCIETY,HISTORIC PRESERVATION,,JUNEAU,AK,1001 BASIN RD,JUNEAU,AK,0.0,0.0
8400200075,GLENN HIGHWAY SCENIC BYWAY ASSOCIATION,HISTORIC PRESERVATION,,EAGLE RIVER,AK,,,,0.0,0.0
8400200081,GOLDBELT HERITAGE FOUNDATION,HISTORIC PRESERVATION,,JUNEAU,AK,3200 HOSPITAL DRIVE SUITE 203,JUNEAU,AK,1549084.0,1549084.0
8400200039,GUSTAVUS HISTORICAL ARCHIVES AND ANTIQUITIES,HISTORIC PRESERVATION,,GUSTAVUS,AK,,,,0.0,0.0
8400200056,HAL HOPKINS WW II MEMORIAL,HISTORIC PRESERVATION,,ANCHORAGE,AK,,,,0.0,0.0
8400200074,HAMMER MUSEUM,HISTORY MUSEUM,,HAINES,AK,108 MAIN ST,HAINES,AK,0.0,0.0
8400200063,HISTORIC HALL,HISTORIC PRESERVATION,,FAIRBANKS,AK,,,,0.0,0.0
8400200158,HOMER SOCIETY OF NATURAL HISTORY,NATURAL HISTORY MUSEUM,,HOMER,AK,,,,780811.0,742408.0
8400200046,HOPE AND SUNRISE HISTORICAL SOCIETY,HISTORIC PRESERVATION,,HOPE,AK,64851 SECOND STREET,HOPE,AK,0.0,0.0
8400200064,HUBBELL FAMILY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,KENAI,AK,,,,0.0,0.0
8400200146,IDITAROD NATIONAL HISTORIC TRAIL,HISTORIC PRESERVATION,,SEWARD,AK,2323 HIALEAH DRIVE,ANCHORAGE,AK,91510.0,91510.0
8400200124,INTERNATIONAL GALLERY OF CONTEMPORARY ARTS,ART MUSEUM,,ANCHORAGE,AK,427 D ST,ANCHORAGE,AK,48842.0,39227.0
8400200059,JENSEN-OLSON ARBORETUM,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,JUNEAU,AK,23035 GLACIER HIGHWAY,JUNEAU,AK,0.0,0.0
8400200043,JESSE LEE HOME,HISTORIC PRESERVATION,,SEWARD,AK,,,,1037819.0,1037819.0
8400200079,JILKAAT KWAAN HERITAGE CENTER,GENERAL MUSEUM,,HAINES,AK,32 CHILKAT AVE,HAINES,AK,78314.0,78314.0
8400200015,JUNEAU DOUGLAS CITY MUSEUM,GENERAL MUSEUM,,JUNEAU,AK,,,,0.0,0.0
8400200164,KACHEMAK HERITAGE LAND TRUST,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,HOMER,AK,,,,454933.0,287801.0
8400200166,KAKE TRIBAL HERITAGE FOUNDATION,HISTORIC PRESERVATION,,KAKE,AK,PO BOX 317,KAKE,AK,0.0,0.0
8400200151,KASILOF REGIONAL HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,,KASILOF,AK,MILE 75 KALIFORNSKY BEACH ROAD,KASILOF,AK,37843.0,37598.0
8400200040,KENAI HISTORICAL SOCIETY,HISTORIC PRESERVATION,,KENAI,AK,PO BOX 1348,KENAI,AK,0.0,0.0
8400200017,KNIK MUSEUM,HISTORY MUSEUM,,WASILLA,AK,300 NORTH BOUNDARY STREET,WASILLA,AK,39167.0,36901.0
8400200157,KODIAK HISTORICAL SOCIETY,HISTORIC PRESERVATION,,KODIAK,AK,,,,333248.0,288158.0
8400200144,KODIAK MARITIME MUSEUM AND ART CENTER,ART MUSEUM,,KODIAK,AK,500 DOG BAY DRIVE,KODIAK,AK,85602.0,85352.0
8400200066,MARIE DRAKE PLANETARIUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,JUNEAU,AK,10014 CRAZY HORSE DR,JUNEAU,AK,0.0,0.0
8400200112,MCCARTHY-KENNICOTT HISTORICAL MUSEUM,HISTORIC PRESERVATION,,GLENNALLEN,AK,,,,0.0,0.0
8400200012,MUSEUM OF ALASKA TRANSPORTATION AND INDUSTRY,HISTORY MUSEUM,,WASILLA,AK,3800 W MUSEUM DR,WASILLA,AK,87442.0,67641.0
8400200140,MUSEUM OF THE ALEUTIANS,GENERAL MUSEUM,,UNALASKA,AK,314 SALMON WAY,UNALASKA,AK,638447.0,609946.0
8400200108,MUSEUMS ALASKA,GENERAL MUSEUM,,ANCHORAGE,AK,PO BOX 3004,HOMER,AK,433429.0,433429.0
8400200053,NEW YORK ALASKA HOUSE,ART MUSEUM,,ANCHORAGE,AK,,,,50.0,50.0
8400200167,OCEANSALASKA,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,KETCHIKAN,AK,2417 TONGASS AVENUE,KETCHIKAN,AK,892091.0,534898.0
8400200009,OSCAR ANDERSON HOUSE,HISTORIC PRESERVATION,,ANCHORAGE,AK,,,,133637.0,133637.0
8400200119,PALMER HISTORICAL SOCIETY,HISTORIC PRESERVATION,,PALMER,AK,316 EAST ELMWOOD AVENUE,PALMER,AK,0.0,0.0
8400200036,PALMER MUSEUM OF HISTORY AND ART,GENERAL MUSEUM,,PALMER,AK,,,,161428.0,144442.0
8400200037,PELELIO WAR HISOTIRCAL SOCIETY,HISTORIC PRESERVATION,,PALMER,AK,,,,0.0,0.0
8400200089,PIONEER MEMORIAL PARK,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,FAIRBANKS,AK,2300 AIRPORT WAY,FAIRBANKS,AK,0.0,0.0
8400200161,PIONEERS OF ALASKA,HISTORIC PRESERVATION,,NOME,AK,IGLOO # # 1,NOME,AK,587933.0,29269.0
8400200173,PRATT MUSEUM,ART MUSEUM,,HOMER,AK,3779 BARTLETT STREET,HOMER,AK,65544.0,65544.0
8400200080,PRIBILOF ALEUTS,GENERAL MUSEUM,,ANCHORAGE,AK,,,,0.0,0.0
8400200160,RESURRECTION BAY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,SEWARD,AK,239 SIXTH AVENUE,SEWARD,AK,0.0,0.0
8400200061,RIO GRANDE MODELING & HISTORICAL SOCIETY,HISTORIC PRESERVATION,,ANCHORAGE,AK,,,,31028.0,28358.0
8400200010,RUSSIAN ORTHODOX MUSEUM,HISTORIC PRESERVATION,,ANCHORAGE,AK,,,,349281.0,349281.0
8400200077,RUSSIAN ORTHODOX SACRED SITES IN ALASKA,HISTORIC PRESERVATION,,ANCHORAGE,AK,,,,349281.0,349281.0
8400200118,SAMUEL FOX MUSEUM,GENERAL MUSEUM,,DILLINGHAM,AK,306 D STREET WEST,DILLINGHAM,AK,0.0,0.0
8400200102,SEALASKA HERITAGE INSTITUTE,GENERAL MUSEUM,,JUNEAU,AK,,,,7870397.0,7812834.0
8400200126,SEWARD ASSOCIATION FOR THE ADVANCEMENT OF MARINE SCIENCE,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,SEWARD,AK,301 RAILWAY AVE,SEWARD,AK,9601562.0,9469200.0
8400200085,SEWARD COMMUNITY LIBRARY,GENERAL MUSEUM,,SEWARD,AK,,,,25020.0,20137.0
8400200001,SEWARD MUSEUM,GENERAL MUSEUM,,SEWARD,AK,,,,0.0,0.0
8400200008,SHELDON JACKSON MUSEUM,NATURAL HISTORY MUSEUM,,SITKA,AK,,,,85605.0,49871.0
8400200128,SHELDON MUSEUM AND CULTURAL CENTER,HISTORY MUSEUM,,HAINES,AK,11 MAIN STREET,HAINES,AK,323889.0,323889.0
8400200035,SIMON PANEAK MEMORIAL MUSEUM,GENERAL MUSEUM,,ANAKTUVUK PASS,AK,341 MEKIANA ROAD,ANAKTUVUK PASS,AK,0.0,0.0
8400200100,SITKA HISTORICAL SOCIETY,HISTORIC PRESERVATION,,SITKA,AK,,,,186233.0,160043.0
8400200148,SITKA MARITIME HERITAGE SOCIETY,HISTORY MUSEUM,,SITKA,AK,,,,36802.0,34039.0
8400200050,SITKA SOUND SCIENCE CENTER,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,SITKA,AK,,,,1958626.0,1923217.0
8400200005,SOLDOTNA HISTORICAL SOCIETY,HISTORIC PRESERVATION,,SOLDOTNA,AK,,,,15193.0,15193.0
8400200120,SOLDOTNA HISTORICAL SOCIETY AND MUSEUM,HISTORIC PRESERVATION,,SOLDOTNA,AK,461 CENTENNIAL PARK ROAD,SOLDOTNA,AK,15193.0,15193.0
8400200062,STORIS MUSEUM,GENERAL MUSEUM,,JUNEAU,AK,,,,0.0,0.0
8400200113,TALKEETNA HISTORICAL SOCIETY,HISTORIC PRESERVATION,,TALKEETNA,AK,TALKEETNA SPUR RD,TALKEETNA,AK,85074.0,78315.0
8400200092,TANANA YUKON HISTORICAL SOCIETY,HISTORIC PRESERVATION,,FAIRBANKS,AK,535 2ND AVE,FAIRBANKS,AK,19338.0,18705.0
8400200032,TENAKEE HISTORICAL COLLECTION,HISTORIC PRESERVATION,,TENAKEE SPRINGS,AK,,,,0.0,0.0
8400200111,TOCHAK HISTORICAL SOCIETY,HISTORIC PRESERVATION,,MCGRATH,AK,123 TAKOTNA AVENUE,MCGRATH,AK,0.0,0.0
8400200159,TONGASS HISTORICAL SOCIETY,HISTORIC PRESERVATION,,KETCHIKAN,AK,,,,0.0,0.0
8400200054,TREADWELL HISTORIC PRESERVATION & RESTORATION SOCIETY,HISTORIC PRESERVATION,,DOUGLAS,AK,,,,0.0,0.0
8400200142,VALDEZ HISTORICAL PRESERVATION AND RESTORATION COMMITTEE,HISTORIC PRESERVATION,,VALDEZ,AK,,,,0.0,0.0
8400200138,VALDEZ MUSEUM AND HISTORICAL ARCHIVE ASSOCIATION,HISTORY MUSEUM,,VALDEZ,AK,217 EGAN DR,VALDEZ,AK,678148.0,645570.0
8400200094,WASILLA-KINK HISTORICAL SOCIETY,HISTORIC PRESERVATION,,WASILLA,AK,,,,39167.0,36901.0
8400200072,WESTERN HISTORY ASSOCIATION,HISTORIC PRESERVATION,,FAIRBANKS,AK,,,,336681.0,224685.0
8400200052,WHALE PROJECT,HISTORIC PRESERVATION,,JUNEAU,AK,,,,327481.0,327481.0
8400200122,WHITESTONE FARMS,HISTORIC PRESERVATION,,DELTA JCT,AK,MILE 275 RICHARDSON HIGHWAY,DELTA JUNCTION,AK,357970.0,193187.0
8400200071,WHITTIER MUSEUM ASSOCIATION,HISTORY MUSEUM,,WHITTIER,AK,,,,0.0,0.0
8400100163,AFRICAN AMERICAN HERITAGE TRAIL,GENERAL MUSEUM,,MOBILE,AL,204 SOUTH LAWRENCE ST,MOBILE,AL,0.0,0.0
8400100409,AIRCRAFT ENGINE HISTORICAL SOCIETY,HISTORIC PRESERVATION,,HUNTSVILLE,AL,,,,0.0,0.0
8400100155,ALABAMA CENTER FOR AMERICAN HISTORY,HISTORY MUSEUM,,CHELSEA,AL,,,,312533.0,312533.0
8400100238,ALABAMA CENTER OF MILITARY HISTORY,HISTORIC PRESERVATION,,HUNTSVILLE,AL,,,,64159.0,64159.0
8400100153,ALABAMA CITY HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,,GADSDEN,AL,,,,0.0,0.0
8400100380,ALABAMA COMPANY JAMESTOWNE SOCIETY,HISTORIC PRESERVATION,,MOUNTAIN BROOK,AL,7920 VALLEY BEND DRIVE,HUNTSVILLE,AL,0.0,0.0
8400100083,ALABAMA CONSTITUTION VILLAGE,HISTORIC PRESERVATION,,HUNTSVILLE,AL,109 GATES AVENUE SOUTHWEST,HUNTSVILLE,AL,1101454.0,806811.0
8400100381,ALABAMA CONSTITUTION VILLAGE FOUNDATION,GENERAL MUSEUM,,HUNTSVILLE,AL,,,,1101454.0,806811.0
8400100144,ALABAMA GOSPEL MUSIC CULTURAL ARTS CENTER,HISTORIC PRESERVATION,,BIRMINGHAM,AL,,,,21884.0,21884.0
8400100395,ALABAMA GOVERNORS MANSION,HISTORIC PRESERVATION,,MONTGOMERY,AL,,,,0.0,0.0
8400100253,ALABAMA HISTORIC IRONWORKS COMMISSION,HISTORIC PRESERVATION,,MC CALLA,AL,,,,1748733.0,1642172.0
8400100231,ALABAMA HISTORICAL RADIO SOCIETY,HISTORIC PRESERVATION,,BIRMINGHAM,AL,600 N 18TH STREET,BIRMINGHAM,AL,0.0,0.0
8400100298,ALABAMA JAZZ HALL OF FAME,GENERAL MUSEUM,,BIRMINGHAM,AL,,,,369221.0,368247.0
8400100208,ALABAMA LABOR ARCHIVES AND HISTORY,HISTORY MUSEUM,,MONTGOMERY,AL,,,,0.0,0.0
8400100192,ALABAMA LIGHTHOUSE ASSOCIATION,HISTORIC PRESERVATION,,MOBILE,AL,,,,0.0,0.0
8400100371,ALABAMA MENS HALL OF FAME,GENERAL MUSEUM,,OPELIKA,AL,800 LAKESHORE DRIVE,BIRMINGHAM,AL,7618.0,7618.0
8400100286,ALABAMA MINING MUSEUM,HISTORY MUSEUM,,DORA,AL,,,,62187.0,62187.0
8400100113,ALABAMA NEGRO LEAGUE BASEBALL MUSEUM FOUNDATION,GENERAL MUSEUM,,BIRMINGHAM,AL,,,,0.0,0.0
8400100172,ALABAMA RIVER REGION ARTS CENTER,ART MUSEUM,,WETUMPKA,AL,PO BOX 1172,WETUMPKA,AL,0.0,0.0
8400100120,ALABAMA SPORTS HALL OF FAME,GENERAL MUSEUM,,BIRMINGHAM,AL,,,,586834.0,488198.0
8400100393,ALABAMA TRAIL OF TEARS CORRIDOR ASSOCIATION,HISTORIC PRESERVATION,,HUNTSVILLE,AL,,,,0.0,0.0
8400100308,ALABAMA TRUST FOR HISTORIC PRESERVATION,HISTORIC PRESERVATION,,LIVINGSTON,AL,,,,118576.0,118576.0
8400100182,ALABAMA VETERANS MUSEUM & ARCHIVES,HISTORY MUSEUM,,ATHENS,AL,100 PRYOR ST W,ATHENS,AL,126728.0,118567.0
8400100279,ALABAMA WILDLIFE CENTER,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PELHAM,AL,,,,463192.0,440703.0
8400100125,ALABAMA ZOOLOGICAL SOCIETY,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,BIRMINGHAM,AL,,,,0.0,0.0
8400100388,ALDRIDGE GARDENS,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,HOOVER,AL,,,,538889.0,538889.0
8400100275,ALICEVILLE HISTORICAL PRESERVATION COMMISSION,HISTORIC PRESERVATION,,ALICEVILLE,AL,,,,0.0,0.0
8400100346,ALICEVILLE MUSEUM,HISTORY MUSEUM,,ALICEVILLE,AL,,,,72827.0,72827.0
8400100244,ALTAMONT SCHOOL,ART MUSEUM,,BIRMINGHAM,AL,,,,6812202.0,6772233.0
8400100376,AMERICAN INDIAN MUSEUM,NATURAL HISTORY MUSEUM,,HUNTSVILLE,AL,,,,0.0,0.0
8400100199,ANCIENT AFRICA ENSLAVEMENT AND CIVIL WAR MUSEUM,HISTORY MUSEUM,,SELMA,AL,,,,0.0,0.0
8400100321,ARAB HISTORICAL SOCIETY,HISTORIC PRESERVATION,,ARAB,AL,224 CITY PARK DRIVE NORTHEAST,ARAB,AL,0.0,0.0
8400100284,ARLINGTON HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,,BIRMINGHAM,AL,,,,0.0,0.0
8400100092,ARTSREVIVE,HISTORIC PRESERVATION,,SELMA,AL,,,,206923.0,206923.0
8400100449,ASHVILLE MASONIC LODGE COUNCIL,HISTORIC PRESERVATION,,ASHVILLE,AL,,,,0.0,0.0
8400100211,ATCHISON COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,MOBILE,AL,200 S 10TH ST,ATCHISON,KS,43103.0,43103.0
8400100350,ATMORE HISTORICAL SOCIETY,HISTORIC PRESERVATION,,ATMORE,AL,,,,0.0,0.0
8400100115,AUBURN PRESERVATION LEAGUE,HISTORIC PRESERVATION,,AUBURN,AL,,,,0.0,0.0
8400100283,AUTAUGA COUNTY HERITAGE ASSOCIATION,HISTORIC PRESERVATION,,PRATTVILLE,AL,,,,112856.0,51666.0
8400100407,AUTAUGA GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,,PRATTVILLE,AL,,,,0.0,0.0
8400100402,B BATTERY 711 AAA GUN BATTALION MEMORIAL,HISTORIC PRESERVATION,,BAY MINETTE,AL,,,,0.0,0.0
8400100141,BALDWIN COUNTY EXPRESS,HISTORY MUSEUM,,SUMMERDALE,AL,,,,0.0,0.0
8400100282,BALDWIN HERITAGE MUSEUM ASSOCIATION,GENERAL MUSEUM,,ELBERTA,AL,25521 US HIGHWAY 98,ELBERTA,AL,63718.0,56883.0
8400100358,BARBER VINTAGE MOTORSPORT MUSEUM,GENERAL MUSEUM,,BIRMINGHAM,AL,,,,5329649.0,
8400100104,BARBOUR COUNTY GOVERNORS TRAIL,HISTORIC PRESERVATION,,CLAYTON,AL,,,,0.0,0.0
8400100095,BARE HANDS GALLERY,ART MUSEUM,,BIRMINGHAM,AL,,,,54487.0,54487.0
8400100150,BAYBEARS CHARITIES,GENERAL MUSEUM,,MOBILE,AL,,,,21702.0,13548.0
8400100096,BELLINGRATH GARDENS AND HOME,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,THEODORE,AL,,,,3110338.0,2733087.0
8400100088,BERMAN MUSEUM OF WORLD HISTORY,GENERAL MUSEUM,,ANNISTON,AL,,,,150662.0,143128.0
8400100127,BESSEMER HALL OF HISTORY,HISTORY MUSEUM,,BESSEMER,AL,,,,9281.0,8783.0
8400100194,BIRMINGHAM BLACK RADIO MUSEUM,GENERAL MUSEUM,,BIRMINGHAM,AL,,,,0.0,0.0
8400100229,BIRMINGHAM CIVIL RIGHTS INSTITUTE,HISTORIC PRESERVATION,,BIRMINGHAM,AL,,,,2736160.0,2736160.0
8400100419,BIRMINGHAM HISTORICAL SOCIETY,HISTORIC PRESERVATION,,BIRMINGHAM,AL,,,,210641.0,136632.0
8400100094,BIRMINGHAM HISTORY CENTER,HISTORY MUSEUM,,BIRMINGHAM,AL,1807 THIRD AVENUE NORTH,BIRMINGHAM,AL,188366.0,188366.0
8400100214,BIRMINGHAM JEFFERSON HISTORICAL SOCIETY TERM,HISTORIC PRESERVATION,,BIRMINGHAM,AL,,,,16565.0,16565.0
8400100314,BIRMINGHAM LANDMARKS,HISTORIC PRESERVATION,,BIRMINGHAM,AL,,,,3894335.0,3837208.0
8400100124,BIRMINGHAM MUSEUM OF ART,ART MUSEUM,,BIRMINGHAM,AL,,,,25404.0,25404.0
8400100241,BIRMINGHAM ZOO,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,MOUNTAIN BRK,AL,,,,10969184.0,8932428.0
8400100201,BLACK BELT MUSEUM,GENERAL MUSEUM,,LIVINGSTON,AL,,,,0.0,0.0
8400100372,BLOUNTSVILLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,,BLOUNTSVILLE,AL,,,,0.0,0.0
8400100140,BLUE AND GREY MUSEUM OF NORTH ALABAMA,HISTORY MUSEUM,,DECATUR,AL,,,,34828.0,34828.0
8400100319,BRIDGEPORT AREA HISTORIC ASSOCIATION,HISTORY MUSEUM,,BRIDGEPORT,AL,116 SOULARD SQ,BRIDGEPORT,AL,8095.0,8095.0
8400100174,BROWN HAWKINS RURAL LEARNING CENTER,HISTORIC PRESERVATION,,MONTGOMERY,AL,,,,0.0,0.0
8400100165,BROWNS CREEK PRESERVATION ASSOCIATION,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,GUNTERSVILLE,AL,,,,0.0,0.0
8400100338,BRUNDIDGE HISTORICAL SOCIETY,HISTORIC PRESERVATION,,BRUNDIDGE,AL,123 S MAIN ST,BRUNDIDGE,AL,64294.0,-4221.0
8400100295,BURRITT MUSEUM,HISTORY MUSEUM,,HUNTSVILLE,AL,,,,1423105.0,1252295.0
8400100267,BUTLER COUNTY HISTORICAL & GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,,GREENVILLE,AL,309 FORT DALE RD,GREENVILLE,AL,0.0,0.0
8400100098,CALHOUN COUNTY SPORTS HALL OF FAME,GENERAL MUSEUM,,JACKSONVILLE,AL,,,,28050.0,28050.0
8400100288,CAPRI COMMUNITY FILM SOCIETY,GENERAL MUSEUM,,MONTGOMERY,AL,,,,419396.0,419396.0
8400100305,CENTER FOR CULTURAL ARTS,GENERAL MUSEUM,,GADSDEN,AL,501 BROAD STREET,GADSDEN,AL,2714683.0,1745386.0
8400100169,CENTER POINT WOMENS PRESERVATION SOCIETY,HISTORIC PRESERVATION,,CENTER POINT,AL,,,,0.0,0.0
8400100455,CENTRAL CARVER FOUNDATION,GENERAL MUSEUM,,GADSDEN,AL,1030 TUSCALOOSA AVE,GADSDEN,AL,1018.0,1018.0
8400100078,CENTRAL CARVER LEGACY MUSEUM,GENERAL MUSEUM,,GADSDEN,AL,,,,1018.0,1018.0
8400100268,CHAMBER COUNTY MUSEUM,GENERAL MUSEUM,,LAFAYETTE,AL,,,,0.0,0.0
8400100077,CHEROKEE HISTORICAL MUSEUM,HISTORIC PRESERVATION,,CENTRE,AL,,,,0.0,0.0
8400100189,CHICKASAW HISTORIC PRESERVATION SOCIETY,HISTORIC PRESERVATION,,CHICKASAW,AL,,,,0.0,0.0
